file	line	kind	marker	status	assessment	context	source
WINDOWS_HANDOFF.md	60	doc-progress	- **Honesty:** report any failing, skipped or unrun test as exactly that, with the command.	STILL TRUE — behavior/policy, not open work	Pending means operation/queue/phase state or a reporting rule. Read linked context; no missing implementation inferred.	- **Commit messages:** plain, with no attribution, co-author or tool-signature lines. - **Dependencies:** only `windows-sys` (plus test-only dev-dependencies). No tokio, no compio. - **Honesty:** report any failing, skipped or unrun test as exactly that, with the command.	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/WINDOWS_HANDOFF.md#L60
crates/turnloop-bench/Cargo.toml	17	cfg-selection	[target.'cfg(unix)'.dependencies]	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	turnloop-contract.workspace = true  [target.'cfg(unix)'.dependencies] libc.workspace = true 	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/Cargo.toml#L17
crates/turnloop-bench/Cargo.toml	34	cfg-selection	"[target.'cfg(target_os = ""linux"")'.dev-dependencies]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"]  [target.'cfg(target_os = ""linux"")'.dev-dependencies] gungraun.workspace = true "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/Cargo.toml#L34
crates/turnloop-bench/benches/instructions.rs	2	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"#![deny(unsafe_op_in_unsafe_fn)] #[cfg(target_os = ""linux"")] use gungraun::{library_benchmark, library_benchmark_group, main}; #[cfg(target_os = ""linux"")]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/benches/instructions.rs#L2
crates/turnloop-bench/benches/instructions.rs	4	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"#[cfg(target_os = ""linux"")] use gungraun::{library_benchmark, library_benchmark_group, main}; #[cfg(target_os = ""linux"")] use std::{hint::black_box, time::Duration}; #[cfg(target_os = ""linux"")]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/benches/instructions.rs#L4
crates/turnloop-bench/benches/instructions.rs	6	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"#[cfg(target_os = ""linux"")] use std::{hint::black_box, time::Duration}; #[cfg(target_os = ""linux"")] use turnloop::{Completions, Config, Loop, Timeout, Token}; "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/benches/instructions.rs#L6
crates/turnloop-bench/benches/instructions.rs	9	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"use turnloop::{Completions, Config, Loop, Timeout, Token};  #[cfg(target_os = ""linux"")] #[library_benchmark] fn control() -> u64 {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/benches/instructions.rs#L9
crates/turnloop-bench/benches/instructions.rs	20	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"}  #[cfg(target_os = ""linux"")] fn setup() -> (Loop, Completions) { ("	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/benches/instructions.rs#L20
crates/turnloop-bench/benches/instructions.rs	32	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"// idle/notify/timer work. Setup and teardown are one-time loop lifecycle costs.  #[cfg(target_os = ""linux"")] #[library_benchmark(setup = setup, teardown = drop)] fn idle((mut driver, mut out): (Loop, Completions)) -> (Loop, Completions) {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/benches/instructions.rs#L32
crates/turnloop-bench/benches/instructions.rs	47	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"}  #[cfg(target_os = ""linux"")] #[library_benchmark(setup = setup, teardown = drop)] fn notify((mut driver, mut out): (Loop, Completions)) -> (Loop, Completions) {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/benches/instructions.rs#L47
crates/turnloop-bench/benches/instructions.rs	64	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"}  #[cfg(target_os = ""linux"")] #[library_benchmark(setup = setup, teardown = drop)] fn timer_cancel((mut driver, mut out): (Loop, Completions)) -> (Loop, Completions) {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/benches/instructions.rs#L64
crates/turnloop-bench/benches/instructions.rs	86	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"}  #[cfg(target_os = ""linux"")] library_benchmark_group!(name = operations; benchmarks = control, idle, notify, timer_cancel); #[cfg(target_os = ""linux"")]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/benches/instructions.rs#L86
crates/turnloop-bench/benches/instructions.rs	88	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"#[cfg(target_os = ""linux"")] library_benchmark_group!(name = operations; benchmarks = control, idle, notify, timer_cancel); #[cfg(target_os = ""linux"")] main!(library_benchmark_groups = operations); #[cfg(not(target_os = ""linux""))]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/benches/instructions.rs#L88
crates/turnloop-bench/benches/instructions.rs	90	cfg-selection	"#[cfg(not(target_os = ""linux""))]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"#[cfg(target_os = ""linux"")] main!(library_benchmark_groups = operations); #[cfg(not(target_os = ""linux""))] fn main() {}"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/benches/instructions.rs#L90
crates/turnloop-bench/src/btree.rs	58	cfg-selection	#[cfg(test)]	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	}  #[cfg(test)] mod tests { use super::*;	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/src/btree.rs#L58
crates/turnloop-bench/src/btree.rs	64	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"#[test] fn cancel_and_expire_match_sorted_reference() { #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] let base = Instant::now(); #[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/src/btree.rs#L64
crates/turnloop-bench/src/btree.rs	66	cfg-selection	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] let base = Instant::now(); #[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] let base = Instant::from_duration(Duration::from_secs(1)); let mut q = Tree::new(1000);"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/src/btree.rs#L66
crates/turnloop-bench/src/counter.rs	1	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"#[cfg(target_os = ""linux"")] use std::os::fd::{AsRawFd, FromRawFd, OwnedFd}; use std::{io, time::Instant};"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/src/counter.rs#L1
crates/turnloop-bench/src/counter.rs	5	cfg-selection	"#[cfg(target_os = ""macos"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"use std::{io, time::Instant}; pub enum Counter { #[cfg(target_os = ""macos"")] Mac, #[cfg(target_os = ""linux"")]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/src/counter.rs#L5
crates/turnloop-bench/src/counter.rs	7	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"#[cfg(target_os = ""macos"")] Mac, #[cfg(target_os = ""linux"")] Perf(OwnedFd), Portable(Instant),"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/src/counter.rs#L7
crates/turnloop-bench/src/counter.rs	13	cfg-selection	"#[cfg(target_os = ""macos"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"impl Counter { pub fn new() -> Self { #[cfg(target_os = ""macos"")] { let c = Self::Mac;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/src/counter.rs#L13
crates/turnloop-bench/src/counter.rs	21	cfg-selection	"#[cfg(target_os = ""linux"")]"	STILL TRUE — benchmark selection	PERF runs Linux Callgrind four cases; native timer heap/BTree comparison runs separately. perf/rusage harness existence is not required CPU/Windows/WASI/browser cost coverage. I13.	"eprintln!(""ri_instructions unavailable; reporting elapsed nanoseconds instead""); } #[cfg(target_os = ""linux"")] { match perf() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-bench/src/counter.rs#L21
